year,month,day,Sub_Metering_1,Sub_Metering_2,Sub_Metering_3
2008,7,2,0.864,0.68,8.45
2008,7,3,1.366,2.155,6.734
2008,7,4,0.539,1.014,8.826
2008,7,5,0.999,6.743,8.312
2008,7,6,4.231,4.236,7.291
2008,7,7,2.552,1.599,8.094
2008,7,8,0.542,0.503,6.162
2008,7,9,0.996,0.499,8.73
2008,7,10,1.043,0.537,7.943
2008,7,11,1.575,0.569,9.124
2008,7,12,4.45,2.298,7.608
2008,7,13,1.31,3.487,6.41
2008,7,14,2.925,1.963,7.128
2008,7,15,0.968,0.573,8.527
2008,7,16,1.537,2.799,4.984
2008,7,17,1.122,0.679,8.278
2008,7,18,0.672,0.622,8.689
2008,7,19,3.412,3.113,8.247
2008,7,20,1.943,1.086,5.251
2008,7,21,1.215,0.437,9.255
2008,7,22,0.483,0.439,5.038
2008,7,23,1.05,0.448,6.303
2008,7,24,1.019,0.485,8.337
2008,7,25,0.192,0.491,6.472
2008,7,26,0.977,0.949,6.503
2008,7,27,1.063,0.857,8.331
2008,7,28,0,0.51,6.018
2008,7,29,1.571,0.506,5.52
2008,7,30,2.088,0.764,6.024
2008,7,31,1.993,1.967,7.212
2008,8,1,0.586,1.998,5.988
2008,8,2,0,0.527,3.814
2008,8,3,0,0.5,3.924
2008,8,4,0.596,4.676,3.918
2008,8,5,0.635,0.508,7.661
2008,8,6,0,0.509,2.203
2008,8,7,0,0.519,2.323
2008,8,8,0,0.496,2.043
2008,8,9,0,0.477,1.851
2008,8,10,0,0.475,1.9
2008,8,11,0,0.462,1.891
2008,8,12,0,0.49,1.89
2008,8,13,0,0.452,1.742
2008,8,14,0,0.441,1.693
2008,8,15,0,0.438,1.646
2008,8,16,0,0.443,1.734
2008,8,17,0,0.445,1.712
2008,8,18,0,0.44,1.715
2008,8,19,0,0.443,1.699
2008,8,20,0,0.437,1.627
2008,8,21,0,0.431,1.575
2008,8,22,0,0.432,1.62
2008,8,23,0,0.406,1.485
2008,8,24,0,0.424,1.514
2008,8,25,0,0.414,1.438
2008,8,26,0,0.404,1.537
2008,8,27,0,0.423,1.536
2008,8,28,0,0.432,1.636
2008,8,29,0,0.428,1.545
2008,8,30,0,0.408,1.663
2008,8,31,2.056,3.69,9.914
2008,9,1,0.95,0.575,11.183
2008,9,2,3.782,1.2,7.809
2008,9,3,1.817,1.917,10.266
2008,9,4,1.703,0.41,9.411
2008,9,5,0.901,0.434,6.9
2008,9,6,2.948,6.478,11.432
2008,9,7,3.506,1.732,7.53
2008,9,8,0.106,1.957,9.97
2008,9,9,0.983,0.789,7.761
2008,9,10,1.009,0.4,9.81
2008,9,11,1.005,0.408,8.079
2008,9,12,1.433,0.402,8.608
2008,9,13,1.364,5.435,11.939
2008,9,14,4.203,0.428,6.571
2008,9,15,0.487,0.388,10.125
2008,9,16,0.943,0.362,7.846
2008,9,17,1.91,3.733,9.297
2008,9,18,3.804,0.358,8.022
2008,9,19,1.967,0.35,13.007
2008,9,20,0,0.349,11.85
2008,9,21,4.01,2.402,8.915
2008,9,22,0.905,2.384,10.225
2008,9,23,0.109,2.21,6.906
2008,9,24,1.474,4.729,10.918
2008,9,25,0.998,0.748,8.224
2008,9,26,1.78,0.374,10.921
2008,9,27,3.639,2.606,13.182
2008,9,28,2.126,0.363,11.459
2008,9,29,0.962,0.373,9.508
2008,9,30,1.032,0.372,8.811
2008,10,1,2.254,5.775,10.697
2008,10,2,0.515,0.39,8.516
2008,10,3,4.649,0.332,9.45
2008,10,4,3.614,0.648,13.211
2008,10,5,0.99,3.252,5.982
2008,10,6,0.99,0.282,8.783
2008,10,7,0.49,0.397,10.285
2008,10,8,0.928,5.129,10.804
2008,10,9,1.157,3.068,12.561
2008,10,10,0.517,0.408,11.994
2008,10,11,2.144,2.31,10.771
2008,10,12,2.561,4.706,7.762
2008,10,13,1.037,1.667,9.507
2008,10,14,0.655,0.435,9.974
2008,10,15,1.958,7.035,9.17
2008,10,16,1.513,0.446,9.258
2008,10,17,1.518,3.186,9.637
2008,10,18,0.518,1.651,11.116
2008,10,19,1.497,8.009,5.63
2008,10,20,0.844,2.586,10.471
2008,10,21,0.857,2.73,11.332
2008,10,22,0.662,2.544,7.932
2008,10,23,0.815,1.414,11.144
2008,10,24,6.859,2.298,10.414
2008,10,25,1.771,0.395,13.433
2008,10,26,0,0.607,2.013
2008,10,27,0,0.377,1.967
2008,10,28,2.263,0.396,5.09
2008,10,29,1.037,0.345,4.015
2008,10,30,0,0.314,2.276
2008,10,31,0,0.343,10.826
2008,11,1,0,0.313,1.939
2008,11,2,0,0.345,1.881
2008,11,3,0.963,0.347,2.835
2008,11,4,0,6.194,4.106
2008,11,5,7.039,10.407,8.362
2008,11,6,1.591,0.451,6.734
2008,11,7,0.715,0.403,10.421
2008,11,8,0.858,3.111,5.498
2008,11,9,6.874,0.838,14.919
2008,11,10,1.023,0.357,10.285
2008,11,11,2.475,2.285,13.577
2008,11,12,0.955,2.683,10.504
2008,11,13,0.111,0.339,6.315
2008,11,14,1.594,0.338,9.929
2008,11,15,3.93,3.817,14.583
2008,11,16,5.311,1.794,9.997
2008,11,17,0,0.413,10.59
2008,11,18,1.079,0.355,11.014
2008,11,19,1.737,3.008,8.894
2008,11,20,1.034,0.351,7.732
2008,11,21,1.039,0.376,10.396
2008,11,22,0.567,0.85,8.32
2008,11,23,4.157,8.838,9.209
2008,11,24,0.528,0.496,14.441
2008,11,25,3.545,0.345,10.043
2008,11,26,0.909,0.335,10.141
2008,11,27,2.491,0.302,12.208
2008,11,28,1.113,0.307,11.882
2008,11,29,5.268,2.377,11.734
2008,11,30,1.161,3.483,11.226
2008,12,1,1.085,0.335,9.913
2008,12,2,0,0.277,11.343
2008,12,3,1.137,0.306,9.664
2008,12,4,1.085,0.307,11.314
2008,12,5,0.831,0.279,9.535
2008,12,6,4.005,5.753,9.365
2008,12,7,3.294,0.315,12.529
2008,12,8,1.117,0.286,14.354
2008,12,9,1.985,2.552,12.886
2008,12,10,1.128,4.167,10.889
2008,12,11,1.16,0.283,7.979
2008,12,12,1.157,0.255,12.154
2008,12,13,2.186,0.261,9.271
2008,12,14,3.742,2.47,5.415
2008,12,15,0.592,0.279,9.668
2008,12,16,0.586,0.253,11.334
2008,12,17,3.68,0.253,10.813
2008,12,18,1.125,0.282,11.293
2008,12,19,2.109,0.284,11.588
2008,12,20,1.132,6.398,12.253
2008,12,21,0.922,9.233,15.567
2008,12,22,1.84,0.415,10.262
2008,12,23,3.16,2.117,8.497
2008,12,24,0,0.361,9.981
2008,12,25,0,0.318,3.598
2008,12,26,1.113,0.278,7.796
2008,12,27,0.008,0.245,12.055
2008,12,28,1.953,0.217,5.219
2008,12,29,0,0.218,2.706
2008,12,30,0,0.214,7.145
2008,12,31,2.975,0.245,11.86
2009,1,1,0.765,3.245,2.081
2009,1,2,2.417,6.59,12.266
2009,1,3,6.44,0.359,10.057
2009,1,4,1.457,5.28,3.924
2009,1,5,1.247,0.322,8.65
2009,1,6,0,0.254,11.771
2009,1,7,2.687,3.82,10.67
2009,1,8,2.773,0.255,10.075
2009,1,9,1.802,0.316,9.285
2009,1,10,2.828,2.936,11.888
2009,1,11,4.068,6.591,6.538
2009,1,12,0.453,0.323,12.147
2009,1,13,1.14,0.329,15.075
2009,1,14,2.276,0.332,11.42
2009,1,15,2.732,0.326,9.561
2009,1,16,5.241,3.213,14.132
2009,1,17,3.047,3.153,15.316
2009,1,18,5.649,6.702,12.712
2009,1,19,1.118,0.353,11.388
2009,1,20,0,0.292,13.459
2009,1,21,1.148,2.145,10.098
2009,1,22,0,0.377,8.246
2009,1,23,2.078,0.295,11.371
2009,1,24,5.074,4.46,8.661
2009,1,25,3.993,5.979,10.924
2009,1,26,1.121,0.329,10.546
2009,1,27,0.896,0.284,6.608
2009,1,28,2.301,6.952,14.285
2009,1,29,0,0.317,8.996
2009,1,30,1.622,0.249,12.13
2009,1,31,8.277,6.606,14.241
2009,2,1,3.331,0.622,8.579
2009,2,2,0.578,0.232,9.95
2009,2,3,1.284,0.231,15.949
2009,2,4,0.871,7.608,15.96
2009,2,5,1.104,0.264,12.679
2009,2,6,1.165,0.273,11.746
2009,2,7,6.822,4.483,17.044
2009,2,8,5.341,0.226,16.281
2009,2,9,1.063,0.261,9.375
2009,2,10,1.128,0.263,11.872
2009,2,11,2.984,10.433,12.662
2009,2,12,1.11,0.343,17.724
2009,2,13,1.1,0.247,11.554
2009,2,14,2.28,3.263,17.566
2009,2,15,2.465,0.226,6.177
2009,2,16,0,0.261,6.236
2009,2,17,0,0.266,4.726
2009,2,18,0,0.264,5.471
2009,2,19,1.046,0.295,1.796
2009,2,20,2.897,0.261,8.325
2009,2,21,2.111,0.289,4.426
2009,2,22,3.816,8.546,6.598
2009,2,23,0.587,3.719,11.926
2009,2,24,0.625,1.631,15.592
2009,2,25,1.092,0.279,7.359
2009,2,26,0,0.268,6.841
2009,2,27,1.154,0.272,14.831
2009,2,28,1.145,5.355,7.49
2009,3,1,11.178,2.713,9.35
2009,3,2,1.56,0.31,6.684
2009,3,3,1.159,0.288,13.024
2009,3,4,1.68,2.566,8.393
2009,3,5,0.534,0.285,9.094
2009,3,6,1.144,0.257,12.056
2009,3,7,1.055,0.802,12.113
2009,3,8,7.252,5.243,12.691
2009,3,9,1.552,0.372,10.336
2009,3,10,0.45,0.312,10.811
2009,3,11,3.476,7.243,11.536
2009,3,12,0,0.409,13.655
2009,3,13,1.082,0.28,10.466
2009,3,14,1.607,0.311,16.959
2009,3,15,3.522,5.129,9.362
2009,3,16,0.545,0.298,9.341
2009,3,17,1.11,3.934,12.32
2009,3,18,1.122,0.424,12.101
2009,3,19,0.001,0.314,9.196
2009,3,20,1.083,0.303,10.24
2009,3,21,5.42,0.687,10.906
2009,3,22,2.017,3.778,9.015
2009,3,23,1.078,0.31,5.999
2009,3,24,1.71,0.352,10.149
2009,3,25,2.246,3.283,9.448
2009,3,26,0.534,0.317,8.788
2009,3,27,1.103,0.553,10.594
2009,3,28,4.089,0.327,11.441
2009,3,29,2.049,4.004,10.286
2009,3,30,1.085,0.283,9.242
2009,3,31,2.202,2.661,13.617
2009,4,1,2.807,2.413,6.771
2009,4,2,0.618,0.324,14.038
2009,4,3,0.51,0.327,7.864
2009,4,4,2.699,4.172,14.792
2009,4,5,3.832,0.359,8.654
2009,4,6,0.799,0.329,9.804
2009,4,7,0.559,0.356,9.139
2009,4,8,2.158,2.827,8.157
2009,4,9,3.199,0.348,13.479
2009,4,10,1.724,2.804,13.232
2009,4,11,3.71,4.244,16.61
2009,4,12,7.756,1.128,14.642
2009,4,13,0.989,4.835,5.587
2009,4,14,0.931,3.537,9.384
2009,4,15,1.371,0.514,6.016
2009,4,16,2.854,0.402,9.328
2009,4,17,0.551,2.846,8.162
2009,4,18,1.028,4.998,10.703
2009,4,19,1.631,0.376,8.135
2009,4,20,0.57,2.632,10.424
2009,4,21,1.925,0.376,7.381
2009,4,22,1.024,1.203,13.21
2009,4,23,0.537,0.406,5.565
2009,4,24,0.531,0.372,9.676
2009,4,25,1.199,3.91,12.181
2009,4,26,3.861,3.008,11.605
2009,4,27,0.995,0.377,7.023
2009,4,28,2.068,0.371,10.954
2009,4,29,1.043,0.851,9.89
2009,4,30,1.027,2.005,13.405
2009,5,1,0.551,1.051,13.526
2009,5,2,1.946,0.383,8.853
2009,5,3,3.004,2.536,7.574
2009,5,4,0.723,0.46,11.387
2009,5,5,1.021,5.537,10.679
2009,5,6,1.015,1.797,8.899
2009,5,7,0.538,0.373,7.358
2009,5,8,2.226,0.85,15.04
2009,5,9,2.09,0.389,7.893
2009,5,10,3.78,6.633,8.356
2009,5,11,0.543,0.489,10.118
2009,5,12,1.012,0.919,11.841
2009,5,13,0.882,2.334,7.848
2009,5,14,0.537,2.898,10.982
2009,5,15,1.382,1.671,12.72
2009,5,16,1.705,4.82,12.263
2009,5,17,2.555,1.927,7.17
2009,5,18,0.763,0.373,8.969
2009,5,19,2.75,0.66,10.979
2009,5,20,1.012,2.019,9.47
2009,5,21,1.595,1.184,12.447
2009,5,22,1.492,1.3,8.188
2009,5,23,0.48,1.846,12.544
2009,5,24,0.045,0.441,10.23
2009,5,25,0.92,0.966,9.797
2009,5,26,0.658,0.457,9.836
2009,5,27,1.032,2.764,11.175
2009,5,28,2.055,0.42,9.02
2009,5,29,0.485,0.433,10.499
2009,5,30,2.86,1.706,10.755
2009,5,31,1.39,0.458,5.854
2009,6,1,2.874,0.46,11.965
2009,6,2,0.438,0.506,7.92
2009,6,3,0.94,1.369,11.555
2009,6,4,1.842,0.455,6.916
2009,6,5,0.064,0.457,12.562
2009,6,6,1.769,2.691,9.897
2009,6,7,2.077,1.682,6.2
2009,6,8,0.009,0.44,9.107
2009,6,9,1.523,0.409,10.698
2009,6,10,0.995,4.743,9.151
2009,6,11,0.529,0.466,11.292
2009,6,12,0.495,0.466,7.188
2009,6,13,0.514,0.043,0.212
2009,6,15,0.916,0.307,5.196
2009,6,16,2.47,1.22,13.407
2009,6,17,0.994,0.616,7.748
2009,6,18,0.494,0.458,11.278
2009,6,19,0.969,0.476,7.74
2009,6,20,0,2.658,8.7
2009,6,21,1.039,0.414,6.466
2009,6,22,0,0.447,10.996
2009,6,23,0.522,1.258,7.411
2009,6,24,3.058,1.24,14.807
2009,6,25,0.489,0.492,6.384
2009,6,26,1.067,0.536,9.89
2009,6,27,2.966,2.425,12.177
2009,6,28,0.456,1.42,8.255
2009,6,29,0.939,0.606,5.663
2009,6,30,1.437,1.029,9.773
2009,7,1,0.989,0.589,9.167
2009,7,2,0.637,0.602,8.222
2009,7,3,0.856,0.64,7.755
2009,7,4,1.574,2.342,6.193
2009,7,5,3.295,1.446,8.613
2009,7,6,0.43,0.753,6.388
2009,7,7,1.721,3.588,6.479
2009,7,8,0,3.46,8.494
2009,7,9,0,0.755,5.633
2009,7,10,0.988,0.962,7.471
2009,7,11,0.981,2.308,7.758
2009,7,12,0,0.597,3.472
2009,7,13,0,0.616,4.464
2009,7,14,2.303,0.614,6.133
2009,7,15,0.878,0.789,5.896
2009,7,16,0,1.848,3.862
2009,7,17,0,0.647,6.657
2009,7,18,0,0.629,5.412
2009,7,19,0,0.626,5.041
2009,7,20,0.914,0.742,4.95
2009,7,21,0,1.014,7.778
2009,7,22,0,0.654,3.995
2009,7,23,0.926,0.658,9.041
2009,7,24,0,0.632,4.187
2009,7,25,0,0.555,3.72
2009,7,26,0,0.9,3.754
2009,7,27,0,2.066,5.185
2009,7,28,0,4.003,3.505
2009,7,29,0.869,1.756,7.6
2009,7,30,0,2.294,4.836
2009,7,31,0.865,3.333,6.288
2009,8,1,0,0.913,6.252
2009,8,2,0,0.666,3.551
2009,8,3,0,0.606,3.808
2009,8,4,0,0.608,3.874
2009,8,5,0,0.616,4.037
2009,8,6,0,0.655,4.184
2009,8,7,0,0.669,4.234
2009,8,8,0,0.65,4.158
2009,8,9,1.534,2.396,5.157
2009,8,10,0.45,2.316,4.661
2009,8,11,0.857,2.875,7.86
2009,8,12,0.451,0.659,4.273
2009,8,13,1.269,2.577,2.417
2009,8,14,0.836,1.975,4.656
2009,8,15,2.904,1.877,8.91
2009,8,16,1.293,1.071,4.992
2009,8,17,0.845,0.835,6.178
2009,8,18,2.294,1.445,6.579
2009,8,19,0.908,0.803,6.578
2009,8,20,0,0.829,6.138
2009,8,21,2.538,0.919,7.535
2009,8,22,5.049,3.136,8.128
2009,8,23,0.465,0.873,7.418
2009,8,24,2.285,0.792,8.187
2009,8,25,1.618,0.751,5.73
2009,8,26,2.131,1.47,8.422
2009,8,27,0,0.71,4.302
2009,8,28,1.778,1.091,7.533
2009,8,29,0.905,1.497,11.706
2009,8,30,2.653,1.382,10.65
2009,8,31,0.417,0.636,9.973
2009,9,1,0.543,0.743,6.072
2009,9,2,0.947,0.63,9.927
2009,9,3,2.821,3.095,4.387
2009,9,4,0.498,0.643,8.735
2009,9,5,2.988,2.25,10.437
2009,9,6,0.995,0.602,8.599
2009,9,7,1.667,0.561,8.159
2009,9,8,0.999,0.575,9.1
2009,9,9,0.998,3.829,9.626
2009,9,10,0.915,0.631,7.55
2009,9,11,0.511,0.605,11.687
2009,9,12,6.713,1.205,11.915
2009,9,13,6.574,0.634,8.718
2009,9,14,2.446,0.579,11.039
2009,9,15,2.608,0.563,8.891
2009,9,16,1.035,3.467,11.239
2009,9,17,0,0.565,11.419
2009,9,18,1.507,0.668,9.54
2009,9,19,1.769,4.062,14.136
2009,9,20,4.319,2.429,12.629
2009,9,21,1.458,0.607,10.844
2009,9,22,0.937,0.598,8.181
2009,9,23,1.751,1.007,11.644
2009,9,24,1.385,0.598,11.11
2009,9,25,0,0.589,10.526
2009,9,26,1.943,0.575,14.632
2009,9,27,1.311,4.585,6.344
2009,9,28,0.506,0.614,11.729
2009,9,29,1.031,0.603,8.549
2009,9,30,0.478,7.873,8.479
2009,10,1,0.939,0.798,8.936
2009,10,2,0.503,0.586,11.367
2009,10,3,3.644,0.896,14.5
2009,10,4,3.189,3.499,7.837
2009,10,5,0,0.537,9.145
2009,10,6,0.985,0.542,8.813
2009,10,7,0.734,4.302,9.846
2009,10,8,1.61,0.65,10.691
2009,10,9,0.481,0.585,11.649
2009,10,10,4.053,0.548,13.45
2009,10,11,4.568,6.45,9.356
2009,10,12,0.997,0.544,10.08
2009,10,13,0.983,0.509,9.488
2009,10,14,0.994,3.148,10.056
2009,10,15,2.477,0.45,9.638
2009,10,16,0.159,0.491,11.138
2009,10,17,5.49,4.335,16.195
2009,10,18,0.712,0.539,12.399
2009,10,19,1.104,0.437,8.574
2009,10,20,0.76,0.454,11.42
2009,10,21,1.473,5.904,8.059
2009,10,22,0.558,0.496,11.707
2009,10,23,3.18,0.494,11.694
2009,10,24,6.202,0.548,13.816
2009,10,25,6.048,6.476,18.816
2009,10,26,0,0.48,5.788
2009,10,27,1.054,0.449,8.418
2009,10,28,0.968,0.452,9.318
2009,10,29,0.551,4.098,5.627
2009,10,30,2.069,2.043,8.878
2009,10,31,1.773,2.514,14.588
2009,11,1,1.97,0.47,11.173
2009,11,2,1.881,0.471,8.161
2009,11,3,2.009,3.901,8.468
2009,11,4,1.075,4.022,13.171
2009,11,5,1.105,0.548,9.919
2009,11,6,0,0.418,11.328
2009,11,7,2.187,0.452,9.965
2009,11,8,4.941,2.019,13.82
2009,11,9,1.125,0.486,8.72
2009,11,10,1.118,0.39,11.788
2009,11,11,2.338,5.147,10.55
2009,11,12,1.486,0.395,10.067
2009,11,13,1.856,0.441,9.178
2009,11,14,4.169,2.401,17.809
2009,11,15,0.991,5.218,10.453
2009,11,16,2.021,0.615,8.973
2009,11,17,0,0.453,12.049
2009,11,18,5.502,7.646,13.672
2009,11,19,0.51,0.458,11.027
2009,11,20,0.843,0.405,12.84
2009,11,21,5.694,1.982,12.551
2009,11,22,6.774,0.425,15.055
2009,11,23,0,0.401,8.644
2009,11,24,2.491,4.581,9.214
2009,11,25,0.745,5.102,10.513
2009,11,26,2.262,0.422,10.603
2009,11,27,0,0.386,11.65
2009,11,28,3.199,0.371,13.428
2009,11,29,1.073,3.069,8.742
2009,11,30,1.08,0.378,12.001
2009,12,1,0,0.354,10.816
2009,12,2,1.143,7.004,12.902
2009,12,3,1.039,0.45,9.741
2009,12,4,1.158,0.352,9.299
2009,12,5,3.184,0.351,12.258
2009,12,6,3.488,4.139,13.486
2009,12,7,1.132,0.394,10.291
2009,12,8,1.108,0.35,15.375
2009,12,9,2.054,3.319,7.746
2009,12,10,2.823,0.385,14.864
2009,12,11,1.546,0.357,11.415
2009,12,12,1.087,4.126,8.657
2009,12,13,3.984,0.439,13.314
2009,12,14,0.857,2.212,10.699
2009,12,15,1.344,0.419,14.127
2009,12,16,1.143,2.935,8.104
2009,12,17,0,0.337,14.286
2009,12,18,1.195,0.324,11.575
2009,12,19,1.165,2.628,13.723
2009,12,20,1.237,0.347,7.795
2009,12,21,3.293,0.24,10.619
2009,12,22,0,0.286,15.559
2009,12,23,1.143,0.285,12.329
2009,12,24,4.455,5.605,14.11
2009,12,25,4.1,3.905,14.22
2009,12,26,1.186,4.294,16.021
2009,12,27,4.218,0.318,13.592
2009,12,28,2.175,2.015,14.677
2009,12,29,1.26,0.36,10.072
2009,12,30,5.284,4.543,12.875
2009,12,31,0,0.417,18.349
